ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered
20230501B468096_001,VEH_0,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
20230501B467473_004,VEH_0,3,D_108,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_0,4,O_243,2023-05-01 09:30,0,630.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468258_001,VEH_2,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
20230501B468280_001,VEH_2,3,D_108,2023-05-01 05:25,35.42,420,2023-05-01 07:00,Yes
,VEH_2,4,O_243,2023-05-01 08:30,0,570.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467938_001,VEH_30,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_30,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B464968_001,VEH_43,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_43,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467683_001,VEH_5,2,D_1,2023-05-01 02:42,0,221.99,2023-05-01 03:42,Yes
,VEH_5,3,O_243,2023-05-01 06:40,0,460.47,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_73,1,O_243,2023-05-01 00:00,0,Null,Null,Null
N_20230501842171,VEH_73,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
,VEH_73,3,O_243,2023-05-01 08:30,0,570.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_57,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B467712_001,VEH_57,2,D_108,2023-05-01 01:31,268.94,420,2023-05-01 07:00,Yes
,VEH_57,3,O_243,2023-05-01 08:30,0,570.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_44,1,O_243,2023-05-01 00:00,0,Null,Null,Null
20230501B468045_001,VEH_44,2,D_109,2023-05-01 03:08,172.5,420,2023-05-01 07:00,Yes
20230501B467755_001,VEH_44,3,D_109,2023-05-01 07:00,0,480.0,2023-05-01 08:00,Yes
,VEH_44,4,O_243,2023-05-01 11:29,0,749.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B464954_001,VEH_4,2,D_1,2023-05-01 01:35,1045.09,1200,2023-05-01 20:00,Yes
MF2305026192241,VEH_4,3,D_1227,2023-05-01 21:56,184.41,1560,2023-05-02 02:00,Yes
,VEH_4,4,O_323,2023-05-02 02:46,0,1666.44,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_23,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467906_001,VEH_23,2,D_1,2023-05-01 01:35,1045.09,1200,2023-05-01 20:00,Yes
MF2305026196629,VEH_23,3,D_1282,2023-05-01 23:05,414.93,1860,2023-05-02 07:00,Yes
,VEH_23,4,O_323,2023-05-02 09:02,0,2042.18,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026192237,VEH_10,2,D_1223,2023-05-01 00:50,309.69,420,2023-05-01 07:00,Yes
,VEH_10,3,O_323,2023-05-01 07:49,0,529.43,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_323,2023-05-01 00:00,0,Null,Null,Null
MF2305026192233,VEH_8,2,D_1219,2023-05-01 00:25,334.9,420,2023-05-01 07:00,Yes
,VEH_8,3,O_323,2023-05-01 07:25,0,504.97,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467910_001,VEH_1,2,D_1,2023-05-01 01:35,1045.09,1200,2023-05-01 20:00,Yes
,VEH_1,3,O_323,2023-05-01 21:31,0,1351.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_22,1,O_323,2023-05-01 00:00,0,Null,Null,Null
20230501B467734_001,VEH_22,2,D_108,2023-05-01 02:40,199.73,420,2023-05-01 07:00,Yes
,VEH_22,3,O_323,2023-05-01 09:41,0,640.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_55,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467465_001,VEH_55,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
MF2305126290577,VEH_55,3,D_1408,2023-05-01 10:03,0,662.75,2023-05-01 11:03,Yes
,VEH_55,4,O_326,2023-05-01 12:46,0,825.67,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319067,VEH_6,2,D_1593,2023-05-01 00:00,59.77,120,2023-05-01 02:00,Yes
,VEH_6,3,O_326,2023-05-01 02:00,0,180.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_45,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467472_003,VEH_45,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
,VEH_45,3,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290613,VEH_15,2,D_1397,2023-05-01 01:24,275.98,420,2023-05-01 07:00,Yes
,VEH_15,3,O_326,2023-05-01 08:13,0,552.89,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_52,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468159_001,VEH_52,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
MF2305176319078,VEH_52,3,D_1593,2023-05-01 02:54,0,233.55,2023-05-01 03:54,Yes
,VEH_52,4,O_326,2023-05-01 03:54,0,293.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_3,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468167_001,VEH_3,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
MF2305126290585,VEH_3,3,D_1411,2023-05-01 09:35,0,635.26,2023-05-01 10:35,Yes
,VEH_3,4,O_326,2023-05-01 11:38,0,758.19,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_59,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468133_001,VEH_59,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
20230501B468163_001,VEH_59,3,D_108,2023-05-01 05:03,0,362.69,2023-05-01 06:03,Yes
,VEH_59,4,O_326,2023-05-01 06:56,0,476.01,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_47,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468083_001,VEH_47,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
MF2305126290597,VEH_47,3,D_1416,2023-05-01 02:57,183.15,420,2023-05-01 07:00,Yes
MF2305126290593,VEH_47,4,D_2011,2023-05-01 07:33,0,512.76,2023-05-01 08:33,Yes
,VEH_47,5,O_326,2023-05-01 09:40,0,639.86,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_33,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468348_001,VEH_33,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
,VEH_33,3,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_46,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290565,VEH_46,2,D_1414,2023-05-01 00:35,25.42,120,2023-05-01 02:00,Yes
20230501B468206_001,VEH_46,3,D_1,2023-05-01 03:38,141.72,420,2023-05-01 07:00,Yes
,VEH_46,4,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_42,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290569,VEH_42,2,D_1397,2023-05-01 01:24,275.98,420,2023-05-01 07:00,Yes
,VEH_42,3,O_326,2023-05-01 08:13,0,552.89,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_80,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467997_001,VEH_80,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
,VEH_80,3,O_326,2023-05-01 02:53,0,233.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_1,1,O_326,2023-05-01 00:00,0,Null,Null,Null
N_20230501858789,VEH_1,2,D_37,2023-05-01 00:33,326.53,420,2023-05-01 07:00,Yes
,VEH_1,3,O_326,2023-05-01 07:25,0,505.33,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468108_001,VEH_30,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
,VEH_30,3,O_326,2023-05-01 04:43,0,343.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_53,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319075,VEH_53,2,D_1593,2023-05-01 00:00,59.77,120,2023-05-01 02:00,Yes
,VEH_53,3,O_326,2023-05-01 02:00,0,180.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_41,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467169_001,VEH_41,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
,VEH_41,3,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_63,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467150_002,VEH_63,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
MF2305126290621,VEH_63,3,D_2002,2023-05-01 08:31,208.74,780,2023-05-01 13:00,Yes
,VEH_63,4,O_326,2023-05-01 13:18,0,858.24,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_71,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467993_001,VEH_71,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
MF2305126290616,VEH_71,3,D_1416,2023-05-01 05:42,18.12,420,2023-05-01 07:00,Yes
,VEH_71,4,O_326,2023-05-01 08:05,0,544.52,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_48,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290605,VEH_48,2,D_2013,2023-05-01 01:49,251.0,420,2023-05-01 07:00,Yes
,VEH_48,3,O_326,2023-05-01 08:49,0,589.4,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_20,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468173_001,VEH_20,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
,VEH_20,3,O_326,2023-05-01 04:43,0,343.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_66,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290581,VEH_66,2,D_2009,2023-05-01 00:50,310.16,420,2023-05-01 07:00,Yes
MF2305126290589,VEH_66,3,D_2010,2023-05-01 08:22,0,562.26,2023-05-01 09:22,Yes
,VEH_66,4,O_326,2023-05-01 09:58,0,657.85,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_67,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468171_001,VEH_67,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
,VEH_67,3,O_326,2023-05-01 04:43,0,343.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_31,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290617,VEH_31,2,D_1407,2023-05-01 01:10,290.38,420,2023-05-01 07:00,Yes
,VEH_31,3,O_326,2023-05-01 07:55,0,535.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_76,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468091_001,VEH_76,2,D_109,2023-05-01 01:51,0,171.05,2023-05-01 02:51,Yes
,VEH_76,3,O_326,2023-05-01 04:43,0,343.41,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_50,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290561,VEH_50,2,D_1414,2023-05-01 00:35,25.42,120,2023-05-01 02:00,Yes
,VEH_50,3,O_326,2023-05-01 02:38,0,217.82,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_69,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290580,VEH_69,2,D_1400,2023-05-01 00:37,323.18,420,2023-05-01 07:00,Yes
,VEH_69,3,O_326,2023-05-01 07:39,0,519.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_13,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468215_009,VEH_13,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
,VEH_13,3,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_82,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290573,VEH_82,2,D_2006,2023-05-01 00:53,306.87,420,2023-05-01 07:00,Yes
,VEH_82,3,O_326,2023-05-01 07:44,0,523.96,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290609,VEH_0,2,D_1706,2023-05-01 00:55,304.85,420,2023-05-01 07:00,Yes
,VEH_0,3,O_326,2023-05-01 07:51,0,530.7,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290580,VEH_21,2,D_1400,2023-05-01 00:37,323.18,420,2023-05-01 07:00,Yes
,VEH_21,3,O_326,2023-05-01 07:39,0,519.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467073_001,VEH_4,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
,VEH_4,3,O_326,2023-05-01 02:53,0,233.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_43,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290564,VEH_43,2,D_2003,2023-05-01 00:27,692.86,780,2023-05-01 13:00,Yes
,VEH_43,3,O_326,2023-05-01 13:22,0,861.62,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_83,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290612,VEH_83,2,D_1400,2023-05-01 00:37,323.18,420,2023-05-01 07:00,Yes
,VEH_83,3,O_326,2023-05-01 07:39,0,519.04,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B467989_001,VEH_10,2,D_1,2023-05-01 01:26,274.09,420,2023-05-01 07:00,Yes
,VEH_10,3,O_326,2023-05-01 08:25,0,564.84,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_37,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305176319063,VEH_37,2,D_1593,2023-05-01 00:00,59.77,120,2023-05-01 02:00,Yes
,VEH_37,3,O_326,2023-05-01 02:00,0,180.25,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_81,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468079_001,VEH_81,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
,VEH_81,3,O_326,2023-05-01 02:53,0,233.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_25,1,O_326,2023-05-01 00:00,0,Null,Null,Null
MF2305126290557,VEH_25,2,D_1380,2023-05-01 01:04,0,123.94,2023-05-01 02:04,Yes
,VEH_25,3,O_326,2023-05-01 02:59,0,239.27,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_51,1,O_326,2023-05-01 00:00,0,Null,Null,Null
20230501B468181_001,VEH_51,2,D_108,2023-05-01 00:53,7.39,120,2023-05-01 02:00,Yes
,VEH_51,3,O_326,2023-05-01 02:53,0,233.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_16,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18388459,VEH_16,2,D_295,2023-05-01 00:52,8.36,120,2023-05-01 02:00,Yes
M18385554,VEH_16,3,D_318,2023-05-01 04:51,429.33,780,2023-05-01 13:00,Yes
,VEH_16,4,O_349,2023-05-01 15:07,0,966.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_7,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18385559,VEH_7,2,D_337,2023-05-01 02:23,1177.47,1380,2023-05-01 23:00,Yes
,VEH_7,3,O_349,2023-05-02 01:02,0,1562.21,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_349,2023-05-01 00:00,0,Null,Null,Null
M18386691,VEH_15,2,D_295,2023-05-01 00:52,8.36,120,2023-05-01 02:00,Yes
M18385563,VEH_15,3,D_361,2023-05-01 05:04,56.41,420,2023-05-01 07:00,Yes
,VEH_15,4,O_349,2023-05-01 09:19,0,618.53,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_5,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305106275970,VEH_5,2,D_1922,2023-05-01 01:49,0,169.21,2023-05-01 02:49,Yes
,VEH_5,3,O_352,2023-05-01 04:40,0,340.16,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_23,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305016190341,VEH_23,2,D_109,2023-05-01 01:25,1055.46,1200,2023-05-01 20:00,Yes
,VEH_23,3,O_352,2023-05-01 21:25,0,1344.86,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036205368,VEH_6,2,D_1438,2023-05-01 00:54,1266.32,1380,2023-05-01 23:00,Yes
20230501B468270_001,VEH_6,3,D_1,2023-05-02 00:03,0,1503.21,2023-05-02 01:03,Yes
,VEH_6,4,O_352,2023-05-02 02:10,0,1629.69,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_352,2023-05-01 00:00,0,Null,Null,Null
MF2305036205384,VEH_15,2,D_1442,2023-05-01 02:29,210.89,420,2023-05-01 07:00,Yes
MF2305036205376,VEH_15,3,D_1441,2023-05-01 07:58,0,537.88,2023-05-01 08:58,Yes
20230501B468266_001,VEH_15,4,D_108,2023-05-01 09:54,125.6,780,2023-05-01 13:00,Yes
,VEH_15,5,O_352,2023-05-01 15:38,0,997.91,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_22,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305026196637,VEH_22,2,D_1282,2023-05-01 01:41,259.04,420,2023-05-01 07:00,Yes
MF2305016189733,VEH_22,3,D_1,2023-05-01 10:04,116.14,780,2023-05-01 13:00,Yes
,VEH_22,4,O_376,2023-05-01 15:02,0,961.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_6,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B468025_001,VEH_6,2,D_108,2023-05-01 03:10,950.04,1200,2023-05-01 20:00,Yes
,VEH_6,3,O_376,2023-05-01 23:18,0,1457.95,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_12,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B468029_001,VEH_12,2,D_1,2023-05-01 02:00,600.16,780,2023-05-01 13:00,Yes
,VEH_12,3,O_376,2023-05-01 15:02,0,961.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_19,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305046222216,VEH_19,2,D_1543,2023-05-01 00:45,315.35,420,2023-05-01 07:00,Yes
20230501B467850_001,VEH_19,3,D_1,2023-05-01 08:54,186.37,780,2023-05-01 13:00,Yes
,VEH_19,4,O_376,2023-05-01 15:02,0,961.8,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_24,1,O_376,2023-05-01 00:00,0,Null,Null,Null
MF2305186334065,VEH_24,2,D_2230,2023-05-01 01:33,0,152.93,2023-05-01 02:33,Yes
MF2305186334075,VEH_24,3,D_2233,2023-05-01 06:00,0,420.21,2023-05-01 07:00,Yes
,VEH_24,4,O_376,2023-05-01 09:35,0,634.9,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_8,1,O_376,2023-05-01 00:00,0,Null,Null,Null
20230501B468033_001,VEH_8,2,D_109,2023-05-01 01:45,254.66,420,2023-05-01 07:00,Yes
,VEH_8,3,O_376,2023-05-01 08:45,0,585.46,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_430,2023-05-01 00:00,0,Null,Null,Null
20230501B467952_001,VEH_0,2,D_109,2023-05-01 02:22,217.93,420,2023-05-01 07:00,Yes
,VEH_0,3,O_430,2023-05-01 09:20,0,619.57,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_21,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201426,VEH_21,2,D_1403,2023-05-01 01:30,270.03,420,2023-05-01 07:00,Yes
MF2305036201430,VEH_21,3,D_1407,2023-05-01 07:55,245.23,780,2023-05-01 13:00,Yes
,VEH_21,4,O_448,2023-05-01 14:32,0,931.99,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_9,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305266367742,VEH_9,2,D_2645,2023-05-01 02:35,984.8,1200,2023-05-01 20:00,Yes
MF2305266367797,VEH_9,3,D_2652,2023-05-01 21:47,12.83,1380,2023-05-01 23:00,Yes
,VEH_9,4,O_448,2023-05-02 00:13,0,1512.52,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_30,1,O_448,2023-05-01 00:00,0,Null,Null,Null
MF2305036201418,VEH_30,2,D_1398,2023-05-01 02:00,0,180.06,2023-05-01 03:00,Yes
MF2305036201413,VEH_30,3,D_1396,2023-05-01 03:55,1085.31,1380,2023-05-01 23:00,Yes
MF2305036201422,VEH_30,4,D_1399,2023-05-01 23:37,383.13,1860,2023-05-02 07:00,Yes
,VEH_30,5,O_448,2023-05-02 08:43,0,2023.07,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_18,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468373_001,VEH_18,2,D_108,2023-05-01 03:38,0,277.53,2023-05-01 04:38,Yes
,VEH_18,3,O_466,2023-05-01 08:12,0,551.98,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468352_001,VEH_0,2,D_1,2023-05-01 02:06,234.38,420,2023-05-01 07:00,Yes
20230501B468377_001,VEH_0,3,D_109,2023-05-01 07:41,0,520.89,2023-05-01 08:41,Yes
,VEH_0,4,O_466,2023-05-01 11:02,0,722.18,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_15,1,O_466,2023-05-01 00:00,0,Null,Null,Null
20230501B468382_001,VEH_15,2,D_109,2023-05-01 02:20,219.51,420,2023-05-01 07:00,Yes
,VEH_15,3,O_466,2023-05-01 09:21,0,621.29,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_10,1,O_578,2023-05-01 00:00,0,Null,Null,Null
MF2305086258990,VEH_10,2,D_1416,2023-05-01 02:21,579.24,780,2023-05-01 13:00,Yes
,VEH_10,3,O_578,2023-05-01 15:00,0,959.61,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_2,1,O_580,2023-05-01 00:00,0,Null,Null,Null
20230501B468155_001,VEH_2,2,D_109,2023-05-01 02:22,217.63,420,2023-05-01 07:00,Yes
,VEH_2,3,O_580,2023-05-01 09:20,0,620.36,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_4,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B467921_001,VEH_4,2,D_37,2023-05-01 00:40,319.7,420,2023-05-01 07:00,Yes
,VEH_4,3,O_603,2023-05-01 07:36,0,516.32,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_17,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B468228_001,VEH_17,2,D_108,2023-05-01 01:02,1077.92,1200,2023-05-01 20:00,Yes
20230501B468177_001,VEH_17,3,D_108,2023-05-01 20:00,0,1260.0,2023-05-01 21:00,Yes
,VEH_17,4,O_603,2023-05-01 22:02,0,1382.37,Null,temp
-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-,-//-
Null,VEH_0,1,O_603,2023-05-01 00:00,0,Null,Null,Null
20230501B464947_001,VEH_0,2,D_1,2023-05-01 01:26,0,146.33,2023-05-01 02:26,Yes
